         1      -0.947947714916796E+02       0.488101406358025E+02
      -0.951533500000000E+02       0.493830790000000E+02
      -0.951533140000000E+02       0.493843580000000E+02
      -0.951533140000000E+02       0.493843580000000E+02
      -0.951502350000000E+02       0.493829640000000E+02
      -0.951497470000000E+02       0.493805650000000E+02
      -0.951453060000000E+02       0.493782800000000E+02
      -0.951418080000000E+02       0.493783010000000E+02
      -0.951264670000000E+02       0.493694390000000E+02
      -0.951158660000000E+02       0.493665180000000E+02
      -0.951095350000000E+02       0.493663150000000E+02
      -0.951050573333333E+02       0.493649616666667E+02
      -0.951028180000000E+02       0.493635540000000E+02
      -0.950898060000000E+02       0.493611140000000E+02
      -0.950584040000000E+02       0.493531700000000E+02
      -0.950493820000000E+02       0.493530560000000E+02
      -0.950144150000000E+02       0.493564050000000E+02
      -0.949889080000000E+02       0.493688970000000E+02
      -0.949742860000000E+02       0.493677380000000E+02
      -0.949574650000000E+02       0.493701860000000E+02
      -0.949521110000000E+02       0.493686790000000E+02
      -0.949092730000000E+02       0.493501760000000E+02
      -0.949070360000000E+02       0.493485080000000E+02
      -0.948784540000000E+02       0.493331930000000E+02
      -0.948542450000000E+02       0.493241540000000E+02
      -0.948368760000000E+02       0.493240680000000E+02
      -0.948162220000000E+02       0.493209870000000E+02
      -0.948242910000000E+02       0.493088340000000E+02
      -0.948251600000000E+02       0.492942830000000E+02
      -0.947972440000000E+02       0.492142840000000E+02
      -0.947975270000000E+02       0.491977910000000E+02
      -0.947742280000000E+02       0.491249940000000E+02
      -0.947732230000000E+02       0.491207330000000E+02
      -0.947502210000000E+02       0.490997630000000E+02
      -0.947502180000000E+02       0.489999920000000E+02
      -0.947189320000000E+02       0.489999910000000E+02
      -0.946830690000000E+02       0.488839290000000E+02
      -0.946830690000000E+02       0.488839290000000E+02
      -0.946831270000000E+02       0.488833760000000E+02
      -0.946831270000000E+02       0.488833760000000E+02
      -0.946839604125900E+02       0.488749830000000E+02
      -0.946842170000000E+02       0.488723990000000E+02
      -0.946925270000000E+02       0.488689500000000E+02
      -0.946903020000000E+02       0.488637110000000E+02
      -0.946903020000000E+02       0.488637110000000E+02
      -0.946902460000000E+02       0.488633630000000E+02
      -0.946902460000000E+02       0.488633630000000E+02
      -0.946930440000000E+02       0.488533920000000E+02
      -0.946856810000000E+02       0.488401190000000E+02
      -0.946898705914967E+02       0.488385026884572E+02
      -0.946970550000000E+02       0.488357310000000E+02
      -0.947019680000000E+02       0.488317780000000E+02
      -0.947042840000000E+02       0.488242840000000E+02
      -0.946949740000000E+02       0.488092060000000E+02
      -0.946958119321937E+02       0.488013080077451E+02
      -0.946959750000000E+02       0.487997710000000E+02
      -0.946948474938557E+02       0.487927069672173E+02
      -0.946943120000000E+02       0.487893520000000E+02
      -0.946908890000000E+02       0.487780660000000E+02
      -0.946908890000000E+02       0.487780660000000E+02
      -0.946908630000000E+02       0.487780470000000E+02
      -0.946908630000000E+02       0.487780470000000E+02
      -0.946879510000000E+02       0.487758960000000E+02
      -0.946728120000000E+02       0.487693150000000E+02
      -0.946671100000000E+02       0.487661150000000E+02
      -0.946600630000000E+02       0.487602880000000E+02
      -0.946517650000000E+02       0.487559130000000E+02
      -0.946451640000000E+02       0.487499750000000E+02
      -0.946462560000000E+02       0.487499750000000E+02
      -0.946462560000000E+02       0.487499750000000E+02
      -0.946451500000000E+02       0.487489910000000E+02
      -0.946451500000000E+02       0.487489910000000E+02
      -0.946450830000000E+02       0.487441430000000E+02
      -0.946408030000000E+02       0.487411710000000E+02
      -0.946299473575678E+02       0.487392796186246E+02
      -0.946190100000000E+02       0.487373740000000E+02
      -0.946105390000000E+02       0.487318930000000E+02
      -0.946100397894606E+02       0.487317001318757E+02
      -0.946100364961049E+02       0.487316988595000E+02
      -0.946013840000000E+02       0.487283560000000E+02
      -0.946006110855836E+02       0.487277780965459E+02
      -0.945991915991378E+02       0.487267167550797E+02
      -0.945958550000000E+02       0.487242220000000E+02
      -0.945924442240305E+02       0.487208880846012E+02
      -0.945910180000000E+02       0.487194940000000E+02
      -0.945905846209346E+02       0.487192816801115E+02
      -0.945902149704082E+02       0.487191005819347E+02
      -0.945871500000000E+02       0.487175990000000E+02
      -0.945683680000000E+02       0.487155220000000E+02
      -0.945558350000000E+02       0.487162070000000E+02
      -0.945506914177622E+02       0.487150256333435E+02
      -0.945490690000000E+02       0.487146530000000E+02
      -0.945455140000000E+02       0.487121850000000E+02
      -0.945383720000000E+02       0.487028400000000E+02
      -0.945330570000000E+02       0.487012620000000E+02
      -0.945246000000000E+02       0.487015560000000E+02
      -0.945088620000000E+02       0.487003620000000E+02
      -0.945002030000000E+02       0.486981750000000E+02
      -0.944865030000000E+02       0.486980540000000E+02
      -0.944729380000000E+02       0.486968490000000E+02
      -0.944644810000000E+02       0.486955030000000E+02
      -0.944523320000000E+02       0.486924440000000E+02
      -0.944466040000000E+02       0.486929000000000E+02
      -0.944387010000000E+02       0.486948890000000E+02
      -0.944302734461975E+02       0.487009710454846E+02
      -0.944242030000000E+02       0.487053520000000E+02
      -0.944214050000000E+02       0.487087560000000E+02
      -0.944189190000000E+02       0.487101720000000E+02
      -0.944161910000000E+02       0.487109480000000E+02
      -0.944063180000000E+02       0.487105350000000E+02
      -0.943888480000000E+02       0.487119450000000E+02
      -0.943842210000000E+02       0.487118060000000E+02
      -0.943782160000000E+02       0.487102720000000E+02
      -0.943685830000000E+02       0.487064340000000E+02
      -0.943530460000000E+02       0.487041320000000E+02
      -0.943427580000000E+02       0.487033820000000E+02
      -0.943284340000000E+02       0.487044810000000E+02
      -0.943084460000000E+02       0.487102390000000E+02
      -0.942989579994043E+02       0.487089038541711E+02
      -0.942907370000000E+02       0.487077470000000E+02
      -0.942824731705187E+02       0.487054434806412E+02
      -0.942817970000000E+02       0.487052550000000E+02
      -0.942743450000000E+02       0.486998820000000E+02
      -0.942644730000000E+02       0.486989190000000E+02
      -0.942605410000000E+02       0.486963810000000E+02
      -0.942581300000000E+02       0.486918340000000E+02
      -0.942527530000000E+02       0.486863250000000E+02
      -0.942511690000000E+02       0.486835140000000E+02
      -0.942506230000000E+02       0.486782360000000E+02
      -0.942546430000000E+02       0.486638880000000E+02
      -0.942545770000000E+02       0.486613750000000E+02
      -0.942504970000000E+02       0.486566540000000E+02
      -0.942504970000000E+02       0.486566540000000E+02
      -0.942501910000000E+02       0.486563230000000E+02
      -0.942501910000000E+02       0.486563230000000E+02
      -0.942468410000000E+02       0.486542240000000E+02
      -0.942443940000000E+02       0.486534420000000E+02
      -0.942335750000000E+02       0.486523360000000E+02
      -0.942242760000000E+02       0.486495270000000E+02
      -0.942144480000000E+02       0.486493820000000E+02
      -0.941995170000000E+02       0.486509960000000E+02
      -0.941885810000000E+02       0.486504020000000E+02
      -0.941690029995014E+02       0.486482448152500E+02
      -0.941690012108118E+02       0.486482446181648E+02
      -0.941677250000000E+02       0.486481040000000E+02
      -0.941573870000000E+02       0.486457660000000E+02
      -0.941386820000000E+02       0.486457140000000E+02
      -0.941263360000000E+02       0.486444470000000E+02
      -0.941100310000000E+02       0.486441920000000E+02
      -0.940998980000000E+02       0.486458630000000E+02
      -0.940912440000000E+02       0.486436690000000E+02
      -0.940766750000000E+02       0.486442030000000E+02
      -0.940713570000000E+02       0.486458950000000E+02
      -0.940657750000000E+02       0.486461040000000E+02
      -0.940642430000000E+02       0.486437170000000E+02
      -0.940602670000000E+02       0.486431150000000E+02
      -0.940524520000000E+02       0.486440200000000E+02
      -0.940431870000000E+02       0.486434160000000E+02
      -0.940356160000000E+02       0.486410180000000E+02
      -0.940294910000000E+02       0.486408610000000E+02
      -0.940069330000000E+02       0.486431930000000E+02
      -0.940006750000000E+02       0.486427770000000E+02
      -0.939900820000000E+02       0.486397380000000E+02
      -0.939765350000000E+02       0.486375730000000E+02
      -0.939633750000000E+02       0.486371510000000E+02
      -0.939606320000000E+02       0.486364960000000E+02
      -0.939544130000000E+02       0.486337440000000E+02
      -0.939442210000000E+02       0.486322940000000E+02
      -0.939270040000000E+02       0.486312200000000E+02
      -0.939166490000000E+02       0.486321560000000E+02
      -0.939154940000000E+02       0.486326670000000E+02
      -0.939143570000000E+02       0.486343200000000E+02
      -0.939115300000000E+02       0.486346730000000E+02
      -0.938869340000000E+02       0.486307790000000E+02
      -0.938807520890801E+02       0.486306615443927E+02
      -0.938516180000000E+02       0.486301080000000E+02
      -0.938440080000000E+02       0.486293950000000E+02
      -0.938407540000000E+02       0.486285480000000E+02
      -0.938373920000000E+02       0.486270980000000E+02
      -0.938343230000000E+02       0.486249540000000E+02
      -0.938279590000000E+02       0.486130010000000E+02
      -0.938241440000000E+02       0.486107240000000E+02
      -0.938226440000000E+02       0.486090670000000E+02
      -0.938207176068722E+02       0.486050961034943E+02
