         1      -0.111791262573922E+03       0.418196816666667E+02
      -0.111046689000000E+03       0.420015670000000E+02
      -0.111046230949787E+03       0.417796691545773E+02
      -0.111046201454963E+03       0.417653806824978E+02
      -0.111045989734861E+03       0.416628149962732E+02
      -0.111045789000000E+03       0.415655710000000E+02
      -0.111045810300425E+03       0.415571476910114E+02
      -0.111045838932120E+03       0.415458252118726E+02
      -0.111046264000000E+03       0.413777310000000E+02
      -0.111046264000000E+03       0.413777310000000E+02
      -0.111046600000000E+03       0.413606920000000E+02
      -0.111046600000000E+03       0.413606920000000E+02
      -0.111046551000000E+03       0.412517160000000E+02
      -0.111046701229726E+03       0.410300773683506E+02
      -0.111046723000000E+03       0.409979590000000E+02
      -0.110872501656817E+03       0.409973044839470E+02
      -0.110750727000000E+03       0.409968470000000E+02
      -0.110725238623887E+03       0.409964900299416E+02
      -0.110715026000000E+03       0.409963470000000E+02
      -0.110698729025760E+03       0.409963469069845E+02
      -0.110539819000000E+03       0.409963460000000E+02
      -0.110500718000000E+03       0.409947460000000E+02
      -0.110375714000000E+03       0.409949470000000E+02
      -0.110250709000000E+03       0.409960890000000E+02
      -0.110237848000000E+03       0.409954270000000E+02
      -0.110125709000000E+03       0.409965500000000E+02
      -0.110121639000000E+03       0.409971010000000E+02
      -0.110006495000000E+03       0.409978150000000E+02
      -0.110000708000000E+03       0.409973520000000E+02
      -0.110000708000000E+03       0.409973520000000E+02
      -0.109999838000000E+03       0.409973300000000E+02
      -0.109999838000000E+03       0.409973300000000E+02
      -0.109975530000000E+03       0.409979120000000E+02
      -0.109855299000000E+03       0.409976140000000E+02
      -0.109855299000000E+03       0.409976140000000E+02
      -0.109854302000000E+03       0.409976610000000E+02
      -0.109854302000000E+03       0.409976610000000E+02
      -0.109730521911005E+03       0.409981333308386E+02
      -0.109715409000000E+03       0.409981910000000E+02
      -0.109715409000000E+03       0.409981910000000E+02
      -0.109713877000000E+03       0.409982660000000E+02
      -0.109713877000000E+03       0.409982660000000E+02
      -0.109711486692326E+03       0.409982742323177E+02
      -0.109676421000000E+03       0.409983950000000E+02
      -0.109676421000000E+03       0.409983950000000E+02
      -0.109608385508694E+03       0.409982738300377E+02
      -0.109586137102877E+03       0.409982342060350E+02
      -0.109534926000000E+03       0.409981430000000E+02
      -0.109500694000000E+03       0.409991270000000E+02
      -0.109250735000000E+03       0.410010090000000E+02
      -0.109231985000000E+03       0.410020590000000E+02
      -0.109173682000000E+03       0.410008590000000E+02
      -0.109050076000000E+03       0.410006590000000E+02
      -0.109050076000000E+03       0.410006590000000E+02
      -0.109049690678907E+03       0.409591607977700E+02
      -0.109048455000000E+03       0.408260810000000E+02
      -0.109049088000000E+03       0.407145620000000E+02
      -0.109048249000000E+03       0.406536010000000E+02
      -0.109048044000000E+03       0.406192310000000E+02
      -0.109050074000000E+03       0.405403580000000E+02
      -0.109050074000000E+03       0.405403580000000E+02
      -0.109049955000000E+03       0.405399010000000E+02
      -0.109049955000000E+03       0.405399010000000E+02
      -0.109050698000000E+03       0.404999630000000E+02
